sim,ct,Length,TotalAbundance,SpeciesRichness,Simpson,Simpson_e
52014827
13,999,84.60715260582033,668,326,52.73268730796502,0.16175670953363505
91,999,55.257983240560996,1160,506,55.143021063847236,0.10897830249772181
78,999,31.55168184425837,1160,486,53.871406838017464,0.11084651612760794
26,999,7.41919462218201,239,150,39.47546648237733,0.26316977654918217
0,999,44.38626494336608,2396,870,51.78624521902288,0.059524419791980324
39,999,87.35826389286746,2075,749,52.982526302836405,0.07073768531753859
92,999,3.023891502276184,33,29,23.17021276595744,0.7989728539985325
118,999,13.7632435377032,661,323,56.898163823414514,0.1761553059548437
65,999,72.37055587715192,1728,699,50.71476612656679,0.0725533134857894
104,999,56.800178992591384,2691,940,51.77478997604833,0.05507956380430674
14,999,58.8049790547329,563,289,47.628700225394454,0.1648051910913303
52,999,76.67029746918051,4265,1106,46.98459007162543,0.04248154617687652
93,999,3.9248250524071393,40,30,22.222222222222218,0.7407407407407406
40,999,89.80800504959804,856,426,57.0755569403334,0.13398018061111128
119,999,23.42227045396556,192,136,53.11815561959656,0.39057467367350407
105,999,11.487344706007454,515,275,43.75928064675796,0.15912465689730165
1,999,66.80995310619282,2711,915,49.993000523770334,0.05463715904237195
53,999,27.36166975869287,633,332,52.57695840440888,0.15836433254340024
15,999,78.00142804146869,2340,772,53.958493466564185,0.06989442158881372
79,999,98.09310002773572,5108,1324,45.62947521580369,0.03446334986087892
27,999,72.9522655518765,3845,1121,49.47584275115206,0.04413545294482788
120,999,50.21046438453508,512,258,48.67137021908652,0.18864872177940512
2,999,69.7075991688872,476,213,37.9016393442623,0.17794196875240517
66,999,85.89350693232497,4761,1284,51.72956856122414,0.04028782598226179
28,999,3.596657938428979,192,130,41.142857142857146,0.3164835164835165
16,999,20.767988807827063,675,352,44.577340769004984,0.1266401726392187
94,999,66.21308858450274,3861,1177,50.62819794394238,0.04301461167709633
106,999,73.99791356350947,2389,790,51.93052964887219,0.06573484765680024
54,999,32.89424753611466,1302,531,56.88604026845638,0.10713001933795928
80,999,71.61373302669891,1392,470,42.14328591935273,0.08966656578585687
41,999,88.84575313903495,4952,1150,46.305367670107145,0.040265537104440995
121,999,52.79934357546357,2352,771,47.30063615842397,0.06134972264387026
67,999,86.95772635893007,904,391,52.56084383843581,0.1344267105842348
3,999,39.004721540399565,1191,491,56.48393262453711,0.11503855931677619
95,999,12.295642687329194,143,96,35.07547169811321,0.365369496855346
17,999,12.796997804037083,566,302,54.57512776831346,0.18071234360368696
29,999,26.7791565065275,1416,565,48.75871796118865,0.0862986158605109
55,999,15.889186145168924,650,331,45.21618150684931,0.13660477796631212
81,999,68.11480140748118,1639,661,51.155352008074196,0.07739085023914402
4,999,8.88621241135393,24,20,15.157894736842104,0.7578947368421052
