"SampleID" "studyID" "deblurred_seqs" "pd_5k" "shannon_5k" "sample_type" "preservative" "sex" "healthy" "captive_wild" "LIFE_STAGE" "collector" "country" "Common_name" "Species_name.x" "date_collected" "individual_ID" "animal_ID" "group_individual_ID" "group_ID" "Corrected_Species_name" "flight_status" "flight_type" "query_name" "ET.Activity.Certainty" "ET.Activity.Crepuscular" "ET.Activity.Diurnal" "ET.Activity.Nocturnal" "ET.Activity.Source" "ET.BLFamSequID" "ET.BLFamilyEnglish" "ET.BLFamilyLatin" "ET.BodyMass.Comment" "ET.BodyMass.Source" "ET.BodyMass.SpecLevel" "ET.BodyMass.Value" "ET.Diet.5Cat" "ET.Diet.Certainty" "ET.Diet.EnteredBy" "ET.Diet.Fruit" "ET.Diet.Inv" "ET.Diet.Nect" "ET.Diet.PlantO" "ET.Diet.Scav" "ET.Diet.Seed" "ET.Diet.Source" "ET.Diet.Vect" "ET.Diet.Vend" "ET.Diet.Vfish" "ET.Diet.Vunk" "ET.English" "ET.ForStrat.Certainty" "ET.ForStrat.Comment" "ET.ForStrat.EnteredBy" "ET.ForStrat.Source" "ET.ForStrat.SpecLevel" "ET.ForStrat.Value" "ET.ForStrat.aerial" "ET.ForStrat.canopy" "ET.ForStrat.ground" "ET.ForStrat.midhigh" "ET.ForStrat.understory" "ET.ForStrat.wataroundsurf" "ET.ForStrat.watbelowsurf" "ET.IOCOrder" "ET.MSW3_ID" "ET.MSWFamilyLatin" "ET.Nocturnal" "ET.PassNonPass" "ET.PelagicSpecialist" "ET.Record.Comment" "ET.Scientific" "ET.SpecID" "ET.Taxo" "ET.index" "ET.match_name" "NCBI_canonical_form" "NCBI_name_string" "NCBI_taxon_id" "Taxonomy_Class" "Taxonomy_Family" "Taxonomy_Genus" "Taxonomy_Kingdom" "Taxonomy_Order" "Taxonomy_Phylum" "Taxonomy_Species" "Taxonomy_Subspecies" "TimeTree_name" "TimeTree_tipname" "TimeTree_returned" "LAV.ln_mass.estimate" "LAV.ln_silen.estimate" "LAV.ln_lilen.estimate" "LAV.ln_stomas.estimate" "LAV.ln_caelen.estimate" "LAV.ln_sivol.estimate" "LAV.ln_nsa.estimate" "LAV.ln_mass.imputed" "LAV.ln_silen.imputed" "LAV.ln_lilen.imputed" "LAV.ln_stomas.imputed" "LAV.ln_caelen.imputed" "LAV.ln_sivol.imputed" "LAV.ln_nsa.imputed" "Winker.Corrected.Species.name" "migratory" "Citation.for.migratory.status" "Migration.Notes" "minLength" "maxLength" "medianLength" "meanLength" "read_number" "initial_fastq_name" "dada2_output_names" "Other" "duplicated_sample" "is_sub_species" "Species_name_Corresponding" "Time_Tree_curated" "Order" "Family" "Diet"
"1" "X11212.AC673" 11212 43494 "34.21504159" "6.546511187" "fecal" "etoh" "unknown" "unknown" "wild" "adult" "Katie Amato" "Argentina" "Black howler" "Alouatta caraya" "unknown" "ka.AC673" "AC673" "unknown" "unknown" "Alouatta caraya" "flightless" "flightless" "Alouatta caraya" "ABC" 0 1 0 "Ref_1" "unknown" "unknown" "unknown" "unknown" "Ref_117" 1 5862.46 "unknown" "ABC" "unknown" 40 0 0 60 0 0 "Ref_1" 0 0 0 0 "unknown" "A" "unknown" "unknown" "unknown" "unknown" "Ar" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" 630 "Atelidae" "unknown" "unknown" "unknown" "unknown" "Alouatta caraya" "unknown" "unknown" "unknown" "Alouatta caraya" "Alouatta caraya" "Alouatta caraya" 9502 "Mammalia" "Atelidae" "Alouatta" "Metazoa" "Primates" "Chordata" "Alouatta caraya" "unknown" "Alouatta caraya" "Alouatta_caraya" "Alouatta_caraya" "8.815253528" "5.500078053" "4.085859205" "5.587913295" "2.389167048" "5.551644785" "6.708361377" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "unknown" "unknown" "unknown" "unknown" 139 151 151 150.993918637358 76792 "11212.AC673.gz" "11212.AC673.gz_F_filt.fastq" "_F_filt.fastq" FALSE FALSE "unknown" "Alouatta_caraya" "Primates" "Atelidae" "herbivore"
"2" "X11212.AC674" 11212 40022 "39.34137459" "6.747977045" "fecal" "etoh" "unknown" "unknown" "wild" "adult" "Katie Amato" "Argentina" "Black howler" "Alouatta caraya" "unknown" "ka.AC674" "AC674" "unknown" "unknown" "Alouatta caraya" "flightless" "flightless" "Alouatta caraya" "ABC" 0 1 0 "Ref_1" "unknown" "unknown" "unknown" "unknown" "Ref_117" 1 5862.46 "unknown" "ABC" "unknown" 40 0 0 60 0 0 "Ref_1" 0 0 0 0 "unknown" "A" "unknown" "unknown" "unknown" "unknown" "Ar" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" 630 "Atelidae" "unknown" "unknown" "unknown" "unknown" "Alouatta caraya" "unknown" "unknown" "unknown" "Alouatta caraya" "Alouatta caraya" "Alouatta caraya" 9502 "Mammalia" "Atelidae" "Alouatta" "Metazoa" "Primates" "Chordata" "Alouatta caraya" "unknown" "Alouatta caraya" "Alouatta_caraya" "Alouatta_caraya" "8.815253528" "5.500078053" "4.085859205" "5.587913295" "2.389167048" "5.551644785" "6.708361377" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "unknown" "unknown" "unknown" "unknown" 139 151 151 150.993351753931 71297 "11212.AC674.gz" "11212.AC674.gz_F_filt.fastq" "_F_filt.fastq" FALSE FALSE "unknown" "Alouatta_caraya" "Primates" "Atelidae" "herbivore"
"3" "X11212.AC679" 11212 17199 "43.65041219" "6.803884218" "fecal" "etoh" "unknown" "unknown" "wild" "adult" "Katie Amato" "Argentina" "Black howler" "Alouatta caraya" "unknown" "ka.AC679" "AC679" "unknown" "unknown" "Alouatta caraya" "flightless" "flightless" "Alouatta caraya" "ABC" 0 1 0 "Ref_1" "unknown" "unknown" "unknown" "unknown" "Ref_117" 1 5862.46 "unknown" "ABC" "unknown" 40 0 0 60 0 0 "Ref_1" 0 0 0 0 "unknown" "A" "unknown" "unknown" "unknown" "unknown" "Ar" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" 630 "Atelidae" "unknown" "unknown" "unknown" "unknown" "Alouatta caraya" "unknown" "unknown" "unknown" "Alouatta caraya" "Alouatta caraya" "Alouatta caraya" 9502 "Mammalia" "Atelidae" "Alouatta" "Metazoa" "Primates" "Chordata" "Alouatta caraya" "unknown" "Alouatta caraya" "Alouatta_caraya" "Alouatta_caraya" "8.815253528" "5.500078053" "4.085859205" "5.587913295" "2.389167048" "5.551644785" "6.708361377" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "unknown" "unknown" "unknown" "unknown" 139 151 151 150.993713229114 29745 "11212.AC679.gz" "11212.AC679.gz_F_filt.fastq" "_F_filt.fastq" FALSE FALSE "unknown" "Alouatta_caraya" "Primates" "Atelidae" "herbivore"
"4" "X11212.AC680" 11212 25815 "33.68887383" "6.790575961" "fecal" "etoh" "unknown" "unknown" "wild" "adult" "Katie Amato" "Argentina" "Black howler" "Alouatta caraya" "unknown" "ka.AC680" "AC680" "unknown" "unknown" "Alouatta caraya" "flightless" "flightless" "Alouatta caraya" "ABC" 0 1 0 "Ref_1" "unknown" "unknown" "unknown" "unknown" "Ref_117" 1 5862.46 "unknown" "ABC" "unknown" 40 0 0 60 0 0 "Ref_1" 0 0 0 0 "unknown" "A" "unknown" "unknown" "unknown" "unknown" "Ar" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" 630 "Atelidae" "unknown" "unknown" "unknown" "unknown" "Alouatta caraya" "unknown" "unknown" "unknown" "Alouatta caraya" "Alouatta caraya" "Alouatta caraya" 9502 "Mammalia" "Atelidae" "Alouatta" "Metazoa" "Primates" "Chordata" "Alouatta caraya" "unknown" "Alouatta caraya" "Alouatta_caraya" "Alouatta_caraya" "8.815253528" "5.500078053" "4.085859205" "5.587913295" "2.389167048" "5.551644785" "6.708361377" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "unknown" "unknown" "unknown" "unknown" 139 151 151 150.993908971866 50402 "11212.AC680.gz" "11212.AC680.gz_F_filt.fastq" "_F_filt.fastq" FALSE FALSE "unknown" "Alouatta_caraya" "Primates" "Atelidae" "herbivore"
"5" "X11212.AC683" 11212 26953 "40.57833243" "6.736080096" "fecal" "etoh" "unknown" "unknown" "wild" "adult" "Katie Amato" "Argentina" "Black howler" "Alouatta caraya" "unknown" "ka.AC683" "AC683" "unknown" "unknown" "Alouatta caraya" "flightless" "flightless" "Alouatta caraya" "ABC" 0 1 0 "Ref_1" "unknown" "unknown" "unknown" "unknown" "Ref_117" 1 5862.46 "unknown" "ABC" "unknown" 40 0 0 60 0 0 "Ref_1" 0 0 0 0 "unknown" "A" "unknown" "unknown" "unknown" "unknown" "Ar" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" 630 "Atelidae" "unknown" "unknown" "unknown" "unknown" "Alouatta caraya" "unknown" "unknown" "unknown" "Alouatta caraya" "Alouatta caraya" "Alouatta caraya" 9502 "Mammalia" "Atelidae" "Alouatta" "Metazoa" "Primates" "Chordata" "Alouatta caraya" "unknown" "Alouatta caraya" "Alouatta_caraya" "Alouatta_caraya" "8.815253528" "5.500078053" "4.085859205" "5.587913295" "2.389167048" "5.551644785" "6.708361377" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "unknown" "unknown" "unknown" "unknown" 139 151 151 150.993468780357 48383 "11212.AC683.gz" "11212.AC683.gz_F_filt.fastq" "_F_filt.fastq" FALSE FALSE "unknown" "Alouatta_caraya" "Primates" "Atelidae" "herbivore"
"6" "X11212.AC684" 11212 16265 "43.58095259" "6.529671852" "fecal" "etoh" "unknown" "unknown" "wild" "adult" "Katie Amato" "Argentina" "Black howler" "Alouatta caraya" "unknown" "ka.AC684" "AC684" "unknown" "unknown" "Alouatta caraya" "flightless" "flightless" "Alouatta caraya" "ABC" 0 1 0 "Ref_1" "unknown" "unknown" "unknown" "unknown" "Ref_117" 1 5862.46 "unknown" "ABC" "unknown" 40 0 0 60 0 0 "Ref_1" 0 0 0 0 "unknown" "A" "unknown" "unknown" "unknown" "unknown" "Ar" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" 630 "Atelidae" "unknown" "unknown" "unknown" "unknown" "Alouatta caraya" "unknown" "unknown" "unknown" "Alouatta caraya" "Alouatta caraya" "Alouatta caraya" 9502 "Mammalia" "Atelidae" "Alouatta" "Metazoa" "Primates" "Chordata" "Alouatta caraya" "unknown" "Alouatta caraya" "Alouatta_caraya" "Alouatta_caraya" "8.815253528" "5.500078053" "4.085859205" "5.587913295" "2.389167048" "5.551644785" "6.708361377" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "unknown" "unknown" "unknown" "unknown" 139 151 151 150.993889387558 28966 "11212.AC684.gz" "11212.AC684.gz_F_filt.fastq" "_F_filt.fastq" FALSE FALSE "unknown" "Alouatta_caraya" "Primates" "Atelidae" "herbivore"
"7" "X11212.AC685" 11212 18396 "36.57180186" "6.552644662" "fecal" "etoh" "unknown" "unknown" "wild" "adult" "Katie Amato" "Argentina" "Black howler" "Alouatta caraya" "unknown" "ka.AC685" "AC685" "unknown" "unknown" "Alouatta caraya" "flightless" "flightless" "Alouatta caraya" "ABC" 0 1 0 "Ref_1" "unknown" "unknown" "unknown" "unknown" "Ref_117" 1 5862.46 "unknown" "ABC" "unknown" 40 0 0 60 0 0 "Ref_1" 0 0 0 0 "unknown" "A" "unknown" "unknown" "unknown" "unknown" "Ar" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" 630 "Atelidae" "unknown" "unknown" "unknown" "unknown" "Alouatta caraya" "unknown" "unknown" "unknown" "Alouatta caraya" "Alouatta caraya" "Alouatta caraya" 9502 "Mammalia" "Atelidae" "Alouatta" "Metazoa" "Primates" "Chordata" "Alouatta caraya" "unknown" "Alouatta caraya" "Alouatta_caraya" "Alouatta_caraya" "8.815253528" "5.500078053" "4.085859205" "5.587913295" "2.389167048" "5.551644785" "6.708361377" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "unknown" "unknown" "unknown" "unknown" 139 151 151 150.996920283982 30847 "11212.AC685.gz" "11212.AC685.gz_F_filt.fastq" "_F_filt.fastq" FALSE FALSE "unknown" "Alouatta_caraya" "Primates" "Atelidae" "herbivore"
"8" "X11212.AC691" 11212 34559 "39.0652449" "6.737811333" "fecal" "etoh" "unknown" "unknown" "wild" "adult" "Katie Amato" "Argentina" "Black howler" "Alouatta caraya" "unknown" "ka.AC691" "AC691" "unknown" "unknown" "Alouatta caraya" "flightless" "flightless" "Alouatta caraya" "ABC" 0 1 0 "Ref_1" "unknown" "unknown" "unknown" "unknown" "Ref_117" 1 5862.46 "unknown" "ABC" "unknown" 40 0 0 60 0 0 "Ref_1" 0 0 0 0 "unknown" "A" "unknown" "unknown" "unknown" "unknown" "Ar" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" 630 "Atelidae" "unknown" "unknown" "unknown" "unknown" "Alouatta caraya" "unknown" "unknown" "unknown" "Alouatta caraya" "Alouatta caraya" "Alouatta caraya" 9502 "Mammalia" "Atelidae" "Alouatta" "Metazoa" "Primates" "Chordata" "Alouatta caraya" "unknown" "Alouatta caraya" "Alouatta_caraya" "Alouatta_caraya" "8.815253528" "5.500078053" "4.085859205" "5.587913295" "2.389167048" "5.551644785" "6.708361377" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "unknown" "unknown" "unknown" "unknown" 139 151 151 150.993040512513 65091 "11212.AC691.gz" "11212.AC691.gz_F_filt.fastq" "_F_filt.fastq" FALSE FALSE "unknown" "Alouatta_caraya" "Primates" "Atelidae" "herbivore"
"9" "X11212.AC693" 11212 25366 "42.53873909" "7.129903488" "fecal" "etoh" "unknown" "unknown" "wild" "adult" "Katie Amato" "Argentina" "Black howler" "Alouatta caraya" "unknown" "ka.AC693" "AC693" "unknown" "unknown" "Alouatta caraya" "flightless" "flightless" "Alouatta caraya" "ABC" 0 1 0 "Ref_1" "unknown" "unknown" "unknown" "unknown" "Ref_117" 1 5862.46 "unknown" "ABC" "unknown" 40 0 0 60 0 0 "Ref_1" 0 0 0 0 "unknown" "A" "unknown" "unknown" "unknown" "unknown" "Ar" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" 630 "Atelidae" "unknown" "unknown" "unknown" "unknown" "Alouatta caraya" "unknown" "unknown" "unknown" "Alouatta caraya" "Alouatta caraya" "Alouatta caraya" 9502 "Mammalia" "Atelidae" "Alouatta" "Metazoa" "Primates" "Chordata" "Alouatta caraya" "unknown" "Alouatta caraya" "Alouatta_caraya" "Alouatta_caraya" "8.815253528" "5.500078053" "4.085859205" "5.587913295" "2.389167048" "5.551644785" "6.708361377" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "unknown" "unknown" "unknown" "unknown" 139 151 151 150.994472629646 50657 "11212.AC693.gz" "11212.AC693.gz_F_filt.fastq" "_F_filt.fastq" FALSE FALSE "unknown" "Alouatta_caraya" "Primates" "Atelidae" "herbivore"
"10" "X11212.AC711" 11212 24251 "41.8353174" "6.496166054" "fecal" "etoh" "unknown" "unknown" "wild" "adult" "Katie Amato" "Argentina" "Black howler" "Alouatta caraya" "unknown" "ka.AC711" "AC711" "unknown" "unknown" "Alouatta caraya" "flightless" "flightless" "Alouatta caraya" "ABC" 0 1 0 "Ref_1" "unknown" "unknown" "unknown" "unknown" "Ref_117" 1 5862.46 "unknown" "ABC" "unknown" 40 0 0 60 0 0 "Ref_1" 0 0 0 0 "unknown" "A" "unknown" "unknown" "unknown" "unknown" "Ar" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" "unknown" 630 "Atelidae" "unknown" "unknown" "unknown" "unknown" "Alouatta caraya" "unknown" "unknown" "unknown" "Alouatta caraya" "Alouatta caraya" "Alouatta caraya" 9502 "Mammalia" "Atelidae" "Alouatta" "Metazoa" "Primates" "Chordata" "Alouatta caraya" "unknown" "Alouatta caraya" "Alouatta_caraya" "Alouatta_caraya" "8.815253528" "5.500078053" "4.085859205" "5.587913295" "2.389167048" "5.551644785" "6.708361377" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "TRUE" "unknown" "unknown" "unknown" "unknown" 139 151 151 150.99626473963 40961 "11212.AC711.gz" "11212.AC711.gz_F_filt.fastq" "_F_filt.fastq" FALSE FALSE "unknown" "Alouatta_caraya" "Primates" "Atelidae" "herbivore"
